"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apart.ment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"216",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5735,362," ","A5","209 PRESENTATION CIRCLE                  ","            ",10312,1,0,1,"2,703","2,327",2012,1,"A5","$456,300",2013-05-16,456300,2327,2703,0
"217",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5735,363," ","A5","211 PRESENTATION CIRCLE                  ","            ",10312,1,0,1,"2,575","2,327",2012,1,"A5","$456,300",2013-06-21,456300,2327,2575,0
"218",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5735,364," ","A5","215 PRESENTATION CIRCLE                  ","            ",10312,1,0,1,"2,446","2,327",2012,1,"A5","$451,230",2013-06-18,451230,2327,2446,0
"219",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5735,377," ","A5","50 PRESENTATION CIRCLE                   ","            ",10312,1,0,1,"3,237","2,202",2011,1,"A5","$495,000",2013-01-20,495000,2202,3237,0
"220",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5735,378," ","A5","52 PRESENTATION CIRCLE                   ","            ",10312,1,0,1,"2,338","1,991",2011,1,"A5","$430,950",2013-02-13,430950,1991,2338,0
"221",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5735,385," ","A5","58 PRESENTATION CIRCLE                   ","            ",10312,1,0,1,"2,343","1,991",2011,1,"A5","$443,118",2013-03-13,443118,1991,2343,0
"223",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5740,74," ","A5","151 ASPEN KNOLLS WAY                     ","            ",10312,1,0,1,"560","1,510",2000,1,"A5","$280,000",2013-01-08,280000,1510,560,0
"224",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5740,85," ","A5","167 ASPEN KNOLLS WAY                     ","            ",10312,1,0,1,"500","1,354",2000,1,"A5","$221,450",2013-07-10,221450,1354,500,0
"225",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5740,85," ","A5","167 ASPEN KNOLLS WAY                     ","            ",10312,1,0,1,"500","1,354",2000,1,"A5","$131,355",2013-01-24,131355,1354,500,0
"226",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5740,98," ","A5","283 ASPEN KNOLLS WAY                     ","            ",10312,1,0,1,"560","1,510",2000,1,"A5","$250,000",2012-08-31,250000,1510,560,0
"227",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5740,99," ","A5","241 ASPEN KNOLLS WAY                     ","            ",10312,1,0,1,"560","1,510",2000,1,"A5","$281,500",2013-01-28,281500,1510,560,0
"228",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5740,133," ","A5","123 ASPEN KNOLLS WAY                     ","            ",10312,1,0,1,"560","1,510",2001,1,"A5","$282,000",2012-09-27,282000,1510,560,0
"229",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5740,174," ","A5","50 BIANCA COURT                          ","            ",10312,1,0,1,"560","1,553",2004,1,"A5","$300,000",2013-05-15,3e+05,1553,560,0
"230",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,3," ","A5","44 ILYSSA WAY                            ","            ",10312,1,0,1,"560","1,510",1996,1,"A5","$260,000",2013-04-15,260000,1510,560,0
"231",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,23," ","A5","90 ILYSSA WAY                            ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$245,000",2012-12-27,245000,1354,500,0
"233",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,66," ","A5","192 ILYSSA WAY                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$215,000",2013-04-18,215000,1354,500,0
"234",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,99," ","A5","282 ILYSSA WAY                           ","            ",10312,1,0,1,"560","1,510",1996,1,"A5","$270,000",2012-11-19,270000,1510,560,0
"235",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,105," ","A5","304 ILYSSA WAY                           ","            ",10312,1,0,1,"353","929",1996,1,"A5","$185,000",2013-05-15,185000,929,353,0
"236",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,122," ","A5","350 ILYSSA WAY                           ","            ",10312,1,0,1,"560","1,510",1996,1,"A5","$245,000",2013-01-07,245000,1510,560,0
"238",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,132," ","A5","380 ILYSSA WAY                           ","            ",10312,1,0,1,"560","1,510",1996,1,"A5","$249,000",2013-01-25,249000,1510,560,0
"239",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,171," ","A5","492 ILYSSA WAY                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$228,800",2012-10-26,228800,1354,500,0
"240",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,178," ","A5","512 ILYSSA WAY                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$221,693",2012-10-09,221693,1354,500,0
"241",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,211," ","A5","612 ILYSSA WAY                           ","            ",10312,1,0,1,"560","1,510",1996,1,"A5","$279,000",2013-02-15,279000,1510,560,0
"242",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,238," ","A5","668 ILYSSA WAY                           ","            ",10312,1,0,1,"560","1,553",1994,1,"A5","$252,000",2012-11-05,252000,1553,560,0
"243",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,244," ","A5","686 ILYSSA WAY                           ","            ",10312,1,0,1,"560","1,553",1996,1,"A5","$286,000",2013-05-08,286000,1553,560,0
"244",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5741,258," ","A5","726 ILYSSA WAY                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$190,500",2012-08-06,190500,1354,500,0
"245",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5742,16," ","A5","280 ASPEN KNOLLS WAY                     ","            ",10312,1,0,1,"560","1,553",2000,1,"A5","$245,000",2012-10-19,245000,1553,560,0
"246",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5742,40," ","A5","380 ASPEN KNOLLS WAY                     ","            ",10312,1,0,1,"560","1,510",1999,1,"A5","$280,000",2013-05-29,280000,1510,560,0
"247",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5742,118," ","A5","28 JAMIE LANE                            ","            ",10312,1,0,1,"500","1,354",1999,1,"A5","$8,000",2013-03-15,8000,1354,500,0
"248",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5743,28," ","A5","679 ILYSSA WAY                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$247,200",2013-06-17,247200,1354,500,0
"249",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5743,66," ","A5","581 ILYSSA WAY                           ","            ",10312,1,0,1,"353","929",1996,1,"A5","$271,719",2013-06-21,271719,929,353,0
"251",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5743,177," ","A5","185 JAMIE LANE                           ","            ",10312,1,0,1,"500","1,354",1999,1,"A5","$265,000",2012-09-24,265000,1354,500,0
"252",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5743,179," ","A5","175 JAMIE LANE                           ","            ",10312,1,0,1,"353","929",1999,1,"A5","$232,500",2013-03-11,232500,929,353,0
"253",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5743,206," ","A5","95 JAMIE LANE                            ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$236,500",2013-04-24,236500,1354,500,0
"255",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,2," ","A5","252 EMILY LANE                           ","            ",10312,1,0,1,"353","929",1996,1,"A5","$172,500",2012-10-10,172500,929,353,0
"256",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,24," ","A5","485 ILYSSA WAY                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$233,000",2012-09-06,233000,1354,500,0
"257",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,35," ","A5","461 ILYSSA WAY                           ","            ",10312,1,0,1,"353","929",1996,1,"A5","$178,000",2012-12-27,178000,929,353,0
"258",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,44," ","A5","435 ILYSSA WAY                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$215,000",2013-03-06,215000,1354,500,0
"259",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,84," ","A5","253 ILYSSA WAY                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$230,000",2013-07-31,230000,1354,500,0
"261",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,96," ","A5","321 JAMIE LANE                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$220,000",2012-09-10,220000,1354,500,0
"262",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,152," ","A5","136 EMILY LANE                           ","            ",10312,1,0,1,"500","1,354",1996,1,"A5","$220,000",2013-01-04,220000,1354,500,0
"263",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,163," ","A5","168 EMILY LANE                           ","            ",10312,1,0,1,"560","1,553",1996,1,"A5","$250,000",2013-04-05,250000,1553,560,0
"264",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5744,164," ","A5","170 EMILY LANE                           ","            ",10312,1,0,1,"560","1,510",1996,1,"A5","$250,000",2013-04-30,250000,1510,560,0
"265",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5772,35," ","A5","30 HALPIN AVENUE                         ","            ",10312,1,0,1,"1,441","1,090",1989,1,"A5","$350,000",2013-06-24,350000,1090,1441,0
"266",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5772,111," ","A5","41 SUSANNA LANE                          ","            ",10312,1,0,1,"889","1,690",1990,1,"A5","$315,000",2013-03-06,315000,1690,889,0
"267",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5773,38," ","A5","22 LEGATE AVENUE                         ","            ",10312,1,0,1,"1,092","1,690",1990,1,"A5","$365,000",2013-04-22,365000,1690,1092,0
"268",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",5803,35," ","A5","1778 ARTHUR KILL ROAD                    ","            ",10312,1,0,1,"2,250","1,534",2000,1,"A5","$345,000",2012-10-04,345000,1534,2250,0
"269",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6014,62," ","A2","94 CANTON AVENUE                         ","            ",10312,1,0,1,"4,000","1,803",1970,1,"A2","$450,000",2012-08-08,450000,1803,4000,0
"270",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6016,49," ","A2","25 BELFIELD AVENUE                       ","            ",10312,1,0,1,"4,000","2,464",1955,1,"A2","$439,000",2012-08-10,439000,2464,4000,0
"271",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6016,69," ","A2","69 EVERTON PLACE                         ","            ",10312,1,0,1,"4,200","2,119",1965,1,"A2","$450,000",2013-04-30,450000,2119,4200,0
"272",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6018,2," ","A5","23 HAMPTON GREEN                         ","            ",10312,1,0,1,"1,760","1,496",1973,1,"A5","$334,000",2012-08-24,334000,1496,1760,0
"274",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6018,75," ","A5","22 PRINCETON LANE                        ","            ",10312,1,0,1,"1,600","1,400",1973,1,"A5","$320,000",2013-02-08,320000,1400,1600,0
"275",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6018,109," ","A5","253 HAMPTON GREEN                        ","            ",10312,1,0,1,"2,550","1,562",1980,1,"A5","$135,000",2013-04-10,135000,1562,2550,0
"276",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6018,152," ","A5","18 HAMPTON GREEN                         ","            ",10312,1,0,1,"1,870","1,496",1975,1,"A5","$301,000",2013-04-19,301000,1496,1870,0
"277",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6018,181," ","A5","28 BARCLAY CIRCLE                        ","            ",10312,1,0,1,"1,360","1,088",1975,1,"A5","$255,000",2013-02-13,255000,1088,1360,0
"278",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6018,218," ","A5","28 REGENT CIRCLE                         ","            ",10312,1,0,1,"1,943","1,400",1975,1,"A5","$330,000",2013-06-20,330000,1400,1943,0
"281",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6020,45," ","A5","65 DOVER GREEN                           ","            ",10312,1,0,1,"6,440","1,840",1970,1,"A5","$390,000",2013-03-11,390000,1840,6440,0
"282",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6020,91," ","A5","161 DOVER GREEN                          ","            ",10312,1,0,1,"1,280","1,544",1970,1,"A5","$325,000",2012-11-13,325000,1544,1280,0
"283",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6020,169," ","A5","50 DOVER GREEN                           ","            ",10312,1,0,1,"2,673","1,736",1975,1,"A5","$238,350",2013-05-17,238350,1736,2673,0
"287",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6020,228," ","A5","186 DOVER GREEN                          ","            ",10312,1,0,1,"1,804","1,536",1970,1,"A5","$292,000",2012-08-31,292000,1536,1804,0
"288",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6020,228," ","A5","186 DOVER GREEN                          ","            ",10312,1,0,1,"1,804","1,536",1970,1,"A5","$292,000",2012-08-31,292000,1536,1804,0
"289",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6020,241," ","A5","232 DOVER GREEN                          ","            ",10312,1,0,1,"1,991","1,536",1970,1,"A5","$210,000",2013-03-22,210000,1536,1991,0
"290",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,8," ","A5","7 CARLYLE GREEN                          ","            ",10312,1,0,1,"1,280","1,408",1987,1,"A5","$300,000",2013-05-03,3e+05,1408,1280,0
"291",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,23," ","A5","33 CARLYLE GREEN                         ","            ",10312,1,0,1,"1,267","1,400",1987,1,"A5","$320,000",2013-07-12,320000,1400,1267,0
"293",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,79," ","A5","109 CARLYLE GREEN                        ","            ",10312,1,0,1,"2,250","1,440",1980,1,"A5","$410,500",2013-05-24,410500,1440,2250,0
"294",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,134," ","A5","209 CARLYLE GREEN                        ","            ",10312,1,0,1,"1,280","1,240",1987,1,"A5","$310,000",2012-11-16,310000,1240,1280,0
"296",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,165," ","A5","22 CARLYLE GREEN                         ","            ",10312,1,0,1,"1,680","1,064",1987,1,"A5","$297,500",2012-09-11,297500,1064,1680,0
"297",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,173," ","A5","8 CARLYLE GREEN                          ","            ",10312,1,0,1,"1,280","1,408",1987,1,"A5","$315,000",2012-12-12,315000,1408,1280,0
"298",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,216," ","A5","96 CARLYLE GREEN                         ","            ",10312,1,0,1,"1,440","1,080",1975,1,"A5","$272,682",2013-05-10,272682,1080,1440,0
"299",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,283," ","A5","23 POETS CIRCLE                          ","            ",10312,1,0,1,"1,640","1,240",1987,1,"A5","$327,500",2013-02-07,327500,1240,1640,0
"300",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6021,284," ","A5","21 POETS CIRCLE                          ","            ",10312,1,0,1,"1,701","1,240",1987,1,"A5","$332,000",2012-08-14,332000,1240,1701,0
"301",5,"ARDEN HEIGHTS            ","01  ONE FAMILY HOMES                        ","1",6022,19," ","A5","91 DOGWOOD DRIVE                         ","            ",10312,1,0,1,"2,444","1,680",1975,1,"A5","$406,850",2013-07-16,406850,1680,2444,0
